-11.146432,-0.941952,-1.098944
-11.303424,-1.098944,-1.098944
-11.146432,-0.941952,-0.784960
-11.146432,-0.627968,-1.726912
-10.989440,-0.941952,-0.627968
-11.303424,-0.784960,-1.569920
-11.146432,-0.941952,-0.784960
-11.146432,-0.627968,-1.726912
-11.146432,-0.941952,-1.098944
-11.617408,-1.098944,-1.255936
-11.303424,-0.941952,-0.941952
-11.460416,-0.941952,-0.941952
-11.303424,-0.941952,-0.941952
-11.146432,-0.784960,-1.883904
-10.832448,-0.941952,-1.098944
-10.989440,-0.941952,-1.255936
-11.146432,-0.941952,-0.941952
-10.675456,-0.941952,-1.412928
-10.675456,-1.098944,-1.255936
-10.832448,-0.941952,-1.098944
-11.146432,-1.255936,-1.255936
-10.989440,-1.098944,-0.941952
-10.989440,-1.098944,-0.627968
-10.832448,-0.941952,-0.627968
-11.146432,-0.941952,-1.098944
-11.303424,-0.784960,-0.784960
-10.989440,-0.941952,-1.412928
-11.146432,-0.941952,-0.941952
-10.989440,-0.784960,-1.098944
-10.989440,-0.941952,-0.784960
-10.989440,-0.784960,-1.098944
-11.146432,-1.098944,-0.784960
-10.832448,-0.941952,-1.098944
-11.146432,-0.784960,-1.098944
-11.460416,-0.470976,-1.726912
-11.146432,-0.941952,-0.784960
-11.460416,-0.941952,-0.941952
-11.146432,-0.941952,-1.255936
-11.303424,-1.098944,-0.784960
-11.303424,-0.941952,-1.255936
-11.303424,-0.941952,-1.098944
-11.146432,-0.784960,-1.098944
-11.303424,-1.098944,-0.941952
-11.146432,-0.784960,-1.569920
-11.460416,-0.941952,-0.784960
-11.303424,-0.784960,-1.255936
-10.518464,-0.941952,-1.255936
-10.989440,-0.784960,-1.412928
-10.832448,-0.784960,-1.412928
-10.989440,-1.098944,-0.941952
-11.146432,-0.941952,-1.098944
-10.989440,-1.098944,-1.098944
-10.832448,-0.784960,-0.941952
-10.989440,-0.941952,-0.784960
-11.146432,-1.255936,-0.941952
-11.146432,-1.255936,-1.098944
-10.675456,-0.784960,-0.784960
-10.989440,-0.941952,-0.941952
-10.675456,-0.941952,-0.784960
-11.146432,-0.941952,-1.255936
-10.989440,-0.941952,-0.627968
-10.989440,-1.098944,-0.941952
-11.303424,-0.784960,-0.784960
-10.832448,-0.941952,-1.098944
-10.989440,-1.098944,-0.784960
-10.675456,-0.941952,-1.255936
-11.146432,-0.941952,-0.941952
-10.832448,-0.941952,-1.569920
-11.146432,-1.098944,-2.354880
-10.518464,-0.941952,-2.354880
-10.518464,-0.784960,-2.197888
-10.832448,-0.941952,-1.412928
-11.303424,-1.255936,-1.883904
-10.989440,-0.784960,-1.255936
-11.146432,-0.941952,-2.040896
-10.832448,-0.313984,-1.412928
-11.146432,-0.941952,-2.040896
-10.989440,-0.784960,-1.412928
-10.989440,-1.098944,-2.197888
-10.989440,-0.784960,-1.412928
-10.832448,-1.098944,-2.040896
-10.989440,-0.784960,-1.726912
-10.832448,-0.941952,-1.412928
-11.146432,-0.941952,-1.255936
-10.832448,-0.784960,-1.412928
-11.146432,-1.098944,-1.255936
-11.460416,-1.098944,-1.098944
-11.146432,-0.941952,-1.098944
-11.460416,-0.627968,-1.098944
-10.989440,-0.784960,-1.883904
-10.518464,-0.941952,-1.883904
-10.832448,-0.941952,-0.470976
-11.146432,-0.784960,-1.883904
-11.146432,-1.098944,-1.098944
-10.989440,-0.941952,-1.883904
-10.832448,-0.941952,-1.255936
-11.146432,-0.941952,-1.726912
-10.989440,-1.098944,-1.098944
-10.675456,-0.941952,-0.627968
-10.832448,-0.941952,-1.098944
-10.989440,-1.098944,-0.941952
-10.675456,-0.784960,-2.197888
-11.146432,-1.098944,-0.784960
-10.989440,-0.784960,-1.098944
-11.146432,-0.941952,-1.569920
-10.832448,-0.941952,-1.569920
-10.989440,-0.941952,-1.412928
-10.675456,-0.941952,-1.412928
-10.675456,-0.941952,-1.412928
-10.832448,-0.941952,-1.412928
-10.832448,-0.941952,-1.412928
-10.989440,-0.941952,-1.412928
-10.989440,-1.098944,-0.941952
-10.832448,-0.784960,-1.883904
-10.989440,-0.941952,-0.784960
-10.832448,-0.941952,-1.569920
-11.146432,-1.098944,-1.412928
-11.146432,-0.784960,-0.941952
-11.303424,-0.627968,-2.040896
-11.303424,-0.941952,-0.941952
-11.460416,-0.627968,-1.412928
-11.460416,-0.941952,-1.412928
-10.832448,-0.941952,-1.412928
-10.832448,-0.941952,-1.569920
